         1              2          3        4     5      6     7      8     9     10    11     12    13     14     15     16     17      18     19       20    21     22     23    24     25    26     27    28     29   30   31      32   33 34 35 36      37     38 39 40 41 42 43 44   45    46    47    48   49  50 51   52   53       54    55 56 57 58 59 60 61    62    63     64    65     66    67     68    69     70    71             72                   73                74
      SDSS J          R.A. (2000)  Dec.     z         u            g            r            i            z        A_u  log NH  FIRST    S/N    "      ROSAT   S/N    "      2MASS J      2MASS H      2MASS K      "   Flg   M_i   D(g-i) Mp SP Bl Um  BEST Flag  Lz Hz FT RT Sr St Gx  Run  R_MJD S_MJD Plate Fib Prs Col Frm  Obj TARGET Flag Lz Hz FT RT Sr St Gx   u_TARGET     g_TARGET     r_TARGET     i_TARGET     z_TARGET          BestObjID            SpecObjID         Other Name
030723.94+002427.3  46.849764   0.407604 1.1935 19.104 0.026 19.054 0.022 18.638 0.014 18.525 0.019 18.588 0.036  0.513 20.820  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.832  0.118  0  0  2  0           2  1  0  0  0  0  0  0  5066 53353 52931 1514  342  40  3   15   11           2  1  0  0  0  0  0  0 19.104 0.026 19.054 0.022 18.638 0.014 18.525 0.019 18.588 0.036   587741511287767051   426380453088329728 SDSS J030723.94+002427.3 
030725.90+003709.3  46.857929   0.619272 2.1152 19.804 0.036 19.459 0.019 19.189 0.018 19.048 0.021 18.798 0.034  0.521 20.825  0.000   0.000  0.000  -9.000  0.000  0.000 17.662 0.330  0.000 0.000  0.000 0.000  0.000 18 -26.652  0.103  0  1  1  0     1048578  1  0  0  0  1  0  0  3325 52522 51817  411  633  41  5  421   23     1179652  1  0  0  0  1  1  0 19.857 0.038 19.560 0.013 19.348 0.013 19.180 0.018 18.896 0.043   588015509826764823   115908770403450880 SDSS J030725.90+003709.3 
030730.61-074555.6  46.877565  -7.765456 0.7542 19.841 0.053 19.471 0.031 19.249 0.020 19.083 0.023 19.036 0.054  0.609 20.816 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.204  0.241  0  1  1  0     1048578  1  0  0  0  1  0  0  1729 51813 51924  459  309  40  3  392  169     1048580  1  0  0  0  1  0  0 19.811 0.039 19.441 0.016 19.253 0.017 19.083 0.016 19.011 0.052   587727179006607529   129420027488108544 SDSS J030730.61-074555.6 
030731.43-073456.1  46.880975  -7.582262 1.2896 20.458 0.060 20.427 0.028 20.147 0.031 20.103 0.040 19.930 0.132  0.528 20.812 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.445 -0.116  0  1  1  0    34603008  0  0  0  0  1  0  0  1045 51465 51924  459  318  40  3   85  147    34603008  0  0  0  0  1  0  0 20.429 0.057 20.386 0.024 20.162 0.029 20.097 0.037 19.924 0.128   587724241228857491   129420027525857280 SDSS J030731.43-073456.1 
030731.58+001558.4  46.881588   0.266241 0.2843 20.270 0.056 19.813 0.023 19.042 0.015 18.810 0.019 18.416 0.032  0.427 20.818  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -22.049  0.581  1  0  2  0           2  1  0  0  0  0  0  0  5066 53353 52556  808  588  40  3   14  168           2  1  0  0  0  0  0  0 20.270 0.056 19.813 0.023 19.042 0.015 18.810 0.019 18.416 0.032   587741511287701672   227657509949669376                          
030733.08-005141.0  46.887866  -0.861414 1.4517 19.858 0.037 19.679 0.023 19.353 0.022 19.193 0.030 19.098 0.044  0.347 20.791  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.562  0.102  0  0  2  0           2  1  0  0  0  0  0  0  6572 54057 52203  710  256  40  1  230  115           2  1  0  0  0  0  0  0 19.858 0.037 19.679 0.023 19.353 0.022 19.193 0.030 19.098 0.044   587747978448863347   200071444716060672 SDSS J030733.08-005141.0 
030735.11-084301.0  46.896333  -8.716958 0.8078 19.473 0.035 19.360 0.021 19.386 0.021 19.458 0.027 19.447 0.082  0.501 20.818 -1.000   0.000  0.000  -9.000  0.000  0.000 17.241 0.306  0.000 0.000  0.000 0.000  0.000 18 -23.952 -0.207  0  1  1  0    34603008  0  0  0  0  1  0  0  1729 51813 51929  458    3  40  1  392   16    35127296  0  0  0  0  1  1  0 19.442 0.035 19.329 0.015 19.402 0.019 19.435 0.022 19.463 0.083   587727177932865552   129138572702777344 SDSS J030735.11-084301.0 
030737.39-062613.2  46.905812  -6.437021 0.4842 19.622 0.042 19.273 0.027 19.404 0.058 19.188 0.026 19.000 0.060  0.359 20.783 -1.000   0.000  0.000  -1.770  6.538  5.420  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -22.921 -0.124  0  1  1  0     1048578  1  0  0  0  1  0  0  1729 51813 51929  458  618  40  6  393  125     1048580  1  0  0  0  1  0  0 19.513 0.040 19.246 0.014 19.429 0.018 19.185 0.024 19.032 0.057   587727180617285757   129138575282274304 SDSS J030737.39-062613.2 
030738.09-080147.0  46.908718  -8.029732 1.4783 19.922 0.046 19.417 0.032 19.169 0.017 18.846 0.022 18.653 0.050  0.512 20.818 -1.000   0.000  0.000  -9.000  0.000  0.000 17.495 0.350  0.000 0.000  0.000 0.000  0.000 18 -26.019  0.139  0  1  1  0           2  1  0  0  0  0  0  0  1045 51465 51929  458   75  40  2   85   91           4  1  0  0  0  0  0  0 19.891 0.045 19.364 0.014 19.166 0.015 18.821 0.015 18.681 0.044   587724240691986523   129138573004767232 SDSS J030738.08-080147.0 
030741.18-075632.8  46.921620  -7.942445 0.9190 20.218 0.058 19.986 0.034 19.622 0.021 19.474 0.028 19.197 0.072  0.580 20.818 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.281  0.282  0  1  1  0    34603008  0  0  0  0  1  0  0  1045 51465 51929  458   73  40  2   85  111    34603008  0  0  0  0  1  0  0 20.210 0.059 19.945 0.018 19.625 0.020 19.449 0.023 19.232 0.069   587724240691986543   129138572996378624 SDSS J030741.18-075632.8 
030742.10+001547.6  46.925419   0.263233 1.1985 22.246 0.333 21.657 0.064 20.995 0.054 20.903 0.063 20.487 0.180  0.416 20.818  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.425  0.369  0  0  1  0           0  0  0  0  0  0  0  0  2738 52234 53741 1513  636  40  4  232  239           0  0  0  0  0  0  0  0 22.246 0.333 21.657 0.064 20.995 0.054 20.903 0.063 20.487 0.180   587731513154994415   426102458268254208                          
030744.55-000331.1  46.935628  -0.058652 0.4911 20.080 0.050 19.693 0.026 19.612 0.023 19.432 0.026 19.372 0.062  0.353 20.810  0.000   0.000  0.000  -9.000  0.000  0.000 17.365 0.298  0.000 0.000  0.000 0.000  0.000 18 -22.709  0.045  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52203  710  432  40  3  232   79           0  0  0  0  0  0  0  0  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000   587731512618123343   200071445454258176 SDSS J030744.54-000331.1 
030745.95+000833.4  46.941462   0.142612 0.4270 20.191 0.050 19.785 0.021 19.542 0.019 19.234 0.019 18.904 0.046  0.377 20.816  0.000   0.000  0.000  -9.000  0.000  0.000 17.218 0.192 16.029 0.127 15.622 0.203  0.461 13 -22.578  0.278  1  1  1  0           2  1  0  0  0  0  0  0  3325 52522 52258  412  398  41  4  421  152           4  1  0  0  0  0  0  0 19.902 0.043 19.558 0.012 19.269 0.013 19.022 0.014 18.716 0.047   588015509289894040   116192138475077632 SDSS J030745.95+000833.3 
030747.46-064001.0  46.947760  -6.666972 0.7397 20.047 0.042 19.480 0.019 19.341 0.022 19.253 0.034 19.038 0.057  0.364 20.789 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.887  0.166  0  1  1  0    33554432  0  0  0  0  0  0  0  1045 51465 51929  458  614  40  5   86  170           4  1  0  0  0  0  0  0 19.994 0.041 19.458 0.013 19.363 0.028 19.220 0.024 19.025 0.056   587724242302664874   129138575265497088 SDSS J030747.46-064001.1 
030750.73+004852.8  46.961399   0.814674 0.9834 21.052 0.103 20.843 0.041 20.522 0.037 20.411 0.048 20.133 0.107  0.529 20.828  0.000   0.000  0.000  -9.000  0.000  0.000 17.859 0.357  0.000 0.000  0.000 0.000  0.000 18 -23.487  0.160  1  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 53741 1513  613  40  5  232  199    33554432  0  0  0  0  0  0  0 21.052 0.103 20.843 0.041 20.522 0.037 20.411 0.048 20.133 0.107   587731513691865287   426102458171785216                          
030753.99+411456.2  46.974987  41.248968 1.0598 21.490 0.156 20.715 0.028 20.070 0.023 19.843 0.027 19.694 0.078  0.995 21.047 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.424  0.374  0  0  1  0           0  0  0  0  0  0  0  0  5934 53710 53766 2417  316 648  6  219 1139           0  0  0  0  0  0  0  0 21.490 0.156 20.715 0.028 20.070 0.023 19.843 0.027 19.694 0.078   758882026783442035   680555943246692352                          
030754.39-075211.0  46.976665  -7.869743 0.5010 20.198 0.056 19.852 0.020 19.700 0.022 19.477 0.025 19.528 0.088  0.561 20.818 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -22.796  0.099  0  1  1  0    34603008  0  0  0  0  1  0  0  1729 51813 51924  459  314  40  3  393  100    34603008  0  0  0  0  1  0  0 20.194 0.051 19.822 0.018 19.710 0.021 19.469 0.024 19.531 0.084   587727179006672996   129420027509080064 SDSS J030754.39-075211.0 
030755.16-082606.9  46.979853  -8.435264 0.8292 22.199 0.257 21.142 0.049 20.209 0.034 19.810 0.035 19.102 0.069  0.501 20.819 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.664  1.224  0  1  1  0           0  0  0  0  0  0  0  0  1045 51465 51929  458   17  40  1   85  303           1  0  1  0  0  0  0  0 22.006 0.217 21.116 0.047 20.217 0.031 19.801 0.031 19.136 0.068   587724240155115823   129138572761497600 SDSS J030755.16-082606.9 
030757.55+000711.9  46.989797   0.119988 1.3435 19.493 0.045 19.341 0.021 19.059 0.023 19.031 0.022 18.985 0.041  0.377 20.814  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.553 -0.074  0  0  2  0     1048578  1  0  0  0  1  0  0  7264 54466 52203  710  439  40  2  185   66     1048578  1  0  0  0  1  0  0 19.493 0.045 19.341 0.021 19.059 0.023 19.031 0.022 18.985 0.041   587750951100153922   200071445483618304 SDSS J030757.55+000711.9 
030757.93+010414.4  46.991402   1.070680 0.9124 20.385 0.072 20.106 0.021 19.845 0.031 19.883 0.039 19.679 0.080  0.473 20.833  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.811  0.044  0  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52203  710  408  40  6  232  104     1048576  0  0  0  0  1  0  0 20.542 0.066 20.256 0.018 20.007 0.022 20.095 0.039 19.873 0.144   587731514228736104   200071445353594880 SDSS J030757.93+010414.4 
030758.75+004259.0  46.994828   0.716415 2.5208 21.185 0.116 20.399 0.034 20.368 0.033 20.274 0.044 20.081 0.101  0.528 20.825  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 16.284 0.310  0.000  2 -25.826 -0.035  0  0  1  0     1048576  0  0  0  0  1  0  0  2738 52234 53386 2068  450  40  5  232  104     1048576  0  0  0  0  1  0  0 21.185 0.116 20.399 0.034 20.368 0.033 20.274 0.044 20.081 0.101   587731513691865192   582319544849137664 SDSS J030758.75+004259.0 
030800.06+001558.6  47.000266   0.266286 2.0100 20.413 0.075 20.261 0.029 20.072 0.030 19.894 0.035 19.586 0.084  0.413 20.817  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.646  0.057  0  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52203  710  469  40  4  232  121    33554432  0  0  0  0  0  0  0 20.413 0.075 20.261 0.029 20.072 0.030 19.894 0.035 19.586 0.084   587731513154994297   200071445609447424 SDSS J030800.06+001558.6 
030800.12-070006.4  47.000537  -7.001794 2.3035 20.803 0.080 20.054 0.027 19.986 0.026 19.862 0.036 19.534 0.078  0.452 20.797 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.004  0.026  0  1  1  0     1048576  0  0  0  0  1  0  0  1729 51813 51929  458  622  40  5  394   78     1048576  0  0  0  0  1  0  0 20.853 0.082 19.999 0.017 19.979 0.022 19.860 0.034 19.534 0.077   587727180080480334   129138575299051520 SDSS J030800.12-070006.2 
030803.59+054334.8  47.014983   5.726351 2.0015 21.131 0.111 20.212 0.023 19.450 0.022 19.036 0.021 18.789 0.055  1.105 21.046 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.776 0.235  0.000  2 -26.774  0.683  0  0  1  0           0  0  0  0  0  0  0  0  5065 53353 53733 2340  330  40  4  187   39           0  0  0  0  0  0  0  0 21.131 0.111 20.212 0.023 19.450 0.022 19.036 0.021 18.789 0.055   587741507540942887   658882228364771328                          
030810.22+001305.2  47.042595   0.218136 1.6357 20.944 0.111 20.620 0.034 20.487 0.037 20.209 0.041 20.278 0.153  0.435 20.815  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.862  0.035  0  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52203  710  477  40  4  232  216    33554432  0  0  0  0  0  0  0 20.944 0.111 20.620 0.034 20.487 0.037 20.209 0.041 20.278 0.153   587731513154994392   200071445643001856 SDSS J030810.22+001305.2 
030814.09-000257.7  47.058709  -0.049382 1.5582 21.625 0.167 21.118 0.046 20.588 0.039 20.250 0.039 20.247 0.123  0.427 20.808  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.704  0.454  0  0  1  0           0  0  0  0  0  0  0  0  2738 52234 52616 1067   39  40  3  232  224           0  0  0  0  0  0  0  0 21.625 0.167 21.118 0.046 20.588 0.039 20.250 0.039 20.247 0.123   587731512618123488   300559784313094144 SDSS J030814.08-000257.7 
030815.84+010721.4  47.066005   1.122618 1.2172 19.442 0.040 19.326 0.014 19.055 0.026 18.922 0.030 18.933 0.050  0.524 20.833  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.486 -0.025  0  1  1  0     1048578  1  0  0  0  1  0  0  2738 52234 52258  412  368  40  6  232  131     1179652  1  0  0  0  1  1  0 19.398 0.028 19.331 0.010 19.018 0.010 19.001 0.016 18.775 0.051   587731514228736131   116192138349248512 SDSS J030815.83+010721.4 
030816.16-070529.8  47.067370  -7.091627 1.4855 20.410 0.063 20.287 0.032 20.041 0.033 19.811 0.031 19.792 0.126  0.435 20.799 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.034  0.061  0  1  1  0    34603008  0  0  0  0  1  0  0  1045 51465 51929  458  638  40  4   87  142    34603008  0  0  0  0  1  0  0 20.379 0.058 20.234 0.020 20.013 0.025 19.782 0.027 19.765 0.122   587724241765859470   129138575366160384 SDSS J030816.16-070529.8 
030816.19+002442.3  47.067490   0.411758 0.6064 21.146 0.128 20.512 0.032 20.346 0.034 20.077 0.039 19.662 0.090  0.456 20.818  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -22.617  0.211  1  0  1  0           0  0  0  0  0  0  0  0  2738 52234 52203  710  461  40  4  232  151           0  0  0  0  0  0  0  0 21.146 0.128 20.512 0.032 20.346 0.034 20.077 0.039 19.662 0.090   587731513154994327   200071445575892992 SDSS J030816.19+002442.3 
030816.27-002251.7  47.067815  -0.381052 1.1081 20.359 0.053 20.087 0.023 19.804 0.021 19.760 0.024 19.790 0.075  0.370 20.798 15.306  18.389  0.351  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.959 0.263  0.000  2 -24.361  0.023  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52203  710  225  41  3  422  132     3145728  0  0  0  0  1  0  0 20.198 0.053 20.066 0.018 19.890 0.020 19.763 0.024 19.907 0.108   588015508753088644   200071444586037248 SDSS J030816.27-002251.7 
030822.35-001114.7  47.093148  -0.187441 0.4592 21.537 0.148 20.676 0.039 20.018 0.030 19.528 0.038 19.140 0.052  0.380 20.803  0.000   0.000  0.000  -9.000  0.000  0.000 16.985 0.242  0.000 0.000 15.674 0.221  0.000 20 -22.461  0.875  1  0  1  0           0  0  0  0  0  0  0  0  2738 52234 52203  710  190  40  3  233  121           0  0  0  0  0  0  0  0 21.537 0.148 20.676 0.039 20.018 0.030 19.528 0.038 19.140 0.052   587731512618188921   200071444439236608 SDSS J030822.35-001114.7 
030823.60-063721.8  47.098341  -6.622732 2.3510 20.523 0.062 19.922 0.026 19.915 0.033 19.877 0.039 19.694 0.106  0.380 20.786 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.006 -0.075  0  1  1  0    34603008  0  0  0  0  1  0  0  1045 51465 51929  458  602  40  5   87  143    34603008  0  0  0  0  1  0  0 20.446 0.060 19.850 0.025 19.889 0.024 19.854 0.034 19.655 0.092   587724242302730383   129138575215165440 SDSS J030823.60-063721.7 
030825.85+003054.3  47.107713   0.515105 0.3459 19.479 0.030 19.205 0.020 18.848 0.016 18.771 0.016 18.156 0.027  0.477 20.820  0.000   0.000  0.000  -9.000  0.000  0.000 16.896 0.143 16.200 0.151 15.049 0.115  0.069 13 -22.575  0.086  1  1  1  0           2  1  0  0  0  0  0  0  3325 52522 51817  411  627  41  5  422   73           4  1  0  0  0  0  0  0 19.642 0.031 19.333 0.011 18.852 0.009 18.624 0.012 18.215 0.025   588015509826830409   115908770378285056 SDSS J030825.84+003054.3 
030825.85+003939.2  47.107747   0.660914 1.2071 19.451 0.030 19.470 0.024 19.136 0.018 19.063 0.032 19.070 0.047  0.484 20.822  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.941 0.303  0.000 0.000  0.000  6 -25.309 -0.011  0  1  1  0     1048578  1  0  0  0  1  0  0  2738 52234 51817  411  621  40  5  233   16     1179652  1  0  0  0  1  1  0 19.468 0.026 19.288 0.010 18.999 0.009 18.888 0.014 18.982 0.054   587731513691930640   115908770353119232 SDSS J030825.85+003939.2 
030827.01+003814.7  47.112561   0.637418 0.6923 21.549 0.148 20.892 0.038 20.691 0.038 20.378 0.051 20.125 0.106  0.481 20.822  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -22.649  0.392  0  0  1  0           0  0  0  0  0  0  0  0  2738 52234 52203  710  415  40  5  233  277           0  0  0  0  0  0  0  0 21.549 0.148 20.892 0.038 20.691 0.038 20.378 0.051 20.125 0.106   587731513691930901   200071445382955008 SDSS J030827.01+003814.7 
030829.04-000923.7  47.121040  -0.156602 1.0285 20.278 0.054 20.079 0.033 19.785 0.028 19.883 0.039 19.856 0.092  0.394 20.803  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.068 -0.070  0  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52203  710  200  40  3  233  144    33554432  0  0  0  0  0  0  0 20.278 0.054 20.079 0.033 19.785 0.028 19.883 0.039 19.856 0.092   587731512618188944   200071444481179648 SDSS J030829.04-000923.7 
030830.11-074256.9  47.125480  -7.715808 0.9112 20.327 0.055 20.103 0.023 19.892 0.023 19.983 0.033 19.909 0.113  0.513 20.815 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.724 -0.071  0  1  1  0    34603008  0  0  0  0  1  0  0  1729 51813 51924  459  315  40  3  394   94    34603008  0  0  0  0  1  0  0 20.291 0.055 20.098 0.019 19.906 0.023 19.973 0.033 19.901 0.114   587727179006738526   129420027513274368 SDSS J030830.11-074256.8 
030831.34-072313.8  47.130622  -7.387194 0.8423 19.415 0.036 19.103 0.028 19.024 0.021 19.119 0.024 18.988 0.057  0.447 20.806 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.371 -0.142  0  1  1  0     1048578  1  0  0  0  1  0  0  1729 51813 51924  459  341  40  4  394   45           4  1  0  0  0  0  0  0 19.357 0.031 19.094 0.012 19.029 0.014 19.116 0.020 18.966 0.054   587727179543609389   129420027622326272 SDSS J030831.35-072313.8 
030839.70-001603.6  47.165435  -0.267668 1.7769 20.988 0.081 20.816 0.032 20.767 0.034 20.265 0.039 20.223 0.109  0.380 20.799  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.977  0.208  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52589 1066  273  41  3  423  134    33554432  0  0  0  0  0  0  0 20.988 0.081 20.816 0.032 20.767 0.034 20.265 0.039 20.223 0.109   588015508753154182   300278194353733632 SDSS J030839.70-001603.6 
030840.21-004550.8  47.167554  -0.764136 2.6264 21.011 0.106 20.393 0.030 20.380 0.029 20.417 0.037 20.168 0.101  0.313 20.784  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.688 -0.182  0  0  1  0           0  0  0  0  0  0  0  0  3325 52522 52203  710  211  41  2  423  143           0  0  0  0  0  0  0  0 21.011 0.106 20.393 0.030 20.380 0.029 20.417 0.037 20.168 0.101   588015508216283279   200071444527316992 SDSS J030840.21-004550.8 
030842.32+003848.6  47.176353   0.646847 0.7410 20.151 0.051 19.710 0.026 19.336 0.018 19.109 0.020 18.943 0.047  0.494 20.821  0.000   0.000  0.000  -9.000  0.000  0.000 17.562 0.319 16.901 0.295 16.179 0.291  0.000 26 -24.088  0.496  0  0  2  0     1048578  1  0  0  0  1  0  0  5066 53353 52203  710  416  40  3   17  128     1048576  0  0  0  0  1  0  0 20.305 0.047 19.826 0.014 19.446 0.013 19.207 0.018 18.902 0.050   587741511287898240   200071445387149312 SDSS J030842.32+003848.6 
030845.33-063056.5  47.188878  -6.515710 0.8038 20.769 0.082 20.410 0.027 20.284 0.031 20.128 0.049 19.788 0.100  0.393 20.782 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.226  0.210  0  1  1  0    34603008  0  0  0  0  1  0  0  1729 51813 51924  459  322  40  6  395  124    34603008  0  0  0  0  1  0  0 20.756 0.081 20.365 0.021 20.297 0.031 20.126 0.047 19.727 0.098   587727180617416828   129420027542634496 SDSS J030845.33-063056.5 
